CustomerID,Age,AnnualIncome,PurchaseFrequency,AvgOrderValue,TotalSpend,RecencyDays,TenureMonths,DiscountAffinity,NumReturns,SatisfactionScore,Gender,Region,PreferredCategory,PreferredChannel,Segment,SegmentName
CUST00671,58,43862.63,4,29.4,117.61,180,1,0.518,1,3,Male,North,Groceries,Online,3,At-Risk / Occasional
CUST00672,25,32504.98,17,18.21,309.58,12,32,0.685,3,3,Female,South,Electronics,Online,1,Young Trend Seekers
CUST00673,55,42492.14,6,17.58,105.49,29,11,0.602,0,3,Male,Central,Home & Garden,Mobile App,2,Budget Shoppers
CUST00674,45,15000.0,2,80.4,160.8,112,36,0.341,0,3,Other,East,Fashion,In-Store,3,At-Risk / Occasional
CUST00675,47,144718.9,17,149.56,2542.46,5,87,0.072,1,3,Male,East,Sports,In-Store,0,High-Value Loyalists
CUST00676,23,59978.34,15,28.7,430.43,6,23,0.334,1,3,Female,North,Electronics,Mobile App,1,Young Trend Seekers
CUST00677,63,44763.03,10,36.74,367.41,8,30,0.8,0,3,Female,East,Groceries,Online,2,Budget Shoppers
CUST00678,48,67781.98,28,109.04,3053.18,2,61,0.336,3,3,Male,West,Electronics,Mobile App,0,High-Value Loyalists
CUST00679,19,45693.24,18,36.93,664.7,1,1,0.479,1,3,Female,North,Fashion,Mobile App,1,Young Trend Seekers
CUST00680,22,20029.41,19,32.24,612.56,39,1,0.438,0,4,Male,North,Electronics,Mobile App,1,Young Trend Seekers
CUST00681,25,35331.73,11,45.86,504.47,1,12,0.702,1,3,Female,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00682,55,40592.32,5,26.81,134.07,1,37,0.74,0,2,Male,Central,Home & Garden,Online,2,Budget Shoppers
CUST00683,36,34549.26,9,18.84,169.55,22,42,0.543,1,2,Male,Central,Groceries,In-Store,2,Budget Shoppers
CUST00684,33,77200.16,5,51.9,259.49,65,20,0.369,1,3,Female,South,Home & Garden,Online,3,At-Risk / Occasional
CUST00685,18,30428.54,17,28.61,486.32,18,11,0.515,3,3,Male,Central,Fashion,In-Store,1,Young Trend Seekers
CUST00686,40,31344.41,6,43.76,262.53,108,1,0.44,2,3,Male,West,Groceries,Online,3,At-Risk / Occasional
CUST00687,42,60959.23,1,29.6,29.6,341,32,0.37,0,2,Female,Central,Fashion,In-Store,3,At-Risk / Occasional
CUST00688,32,56117.99,5,43.85,219.26,25,6,0.775,1,2,Female,South,Books,In-Store,2,Budget Shoppers
CUST00689,18,55462.0,2,67.95,135.9,5,1,0.58,0,2,Male,Central,Beauty,Mobile App,3,At-Risk / Occasional
CUST00690,26,19472.54,8,23.4,187.23,19,43,1.0,1,2,Male,North,Groceries,In-Store,2,Budget Shoppers
CUST00691,32,106999.76,19,90.82,1725.58,6,51,0.232,2,5,Female,North,Fashion,Online,0,High-Value Loyalists
CUST00692,37,134970.93,19,137.47,2611.89,5,58,0.156,1,4,Male,East,Sports,Online,0,High-Value Loyalists
CUST00693,55,48114.48,1,54.35,54.35,39,7,0.224,0,3,Male,South,Books,Online,3,At-Risk / Occasional
CUST00694,55,31322.25,5,16.23,81.13,7,28,0.543,0,4,Male,North,Groceries,In-Store,2,Budget Shoppers
CUST00695,67,36066.08,2,37.94,75.88,1,26,0.773,1,3,Male,South,Groceries,In-Store,2,Budget Shoppers
CUST00696,33,55290.65,1,29.82,29.82,90,1,0.328,0,2,Male,East,Books,Online,3,At-Risk / Occasional
CUST00697,37,99852.21,20,163.5,3269.91,3,45,0.322,2,5,Male,East,Fashion,Online,0,High-Value Loyalists
CUST00698,37,59777.61,2,67.38,134.75,242,15,0.189,0,3,Male,East,Groceries,Online,3,At-Risk / Occasional
CUST00699,65,39662.55,5,23.53,117.65,36,32,0.667,0,4,Female,South,Books,In-Store,2,Budget Shoppers
CUST00700,54,107709.83,24,171.11,4106.63,21,61,0.006,0,4,Female,West,Fashion,Online,0,High-Value Loyalists
CUST00701,22,51689.59,3,55.47,166.4,38,23,0.554,0,1,Female,South,Home & Garden,Mobile App,3,At-Risk / Occasional
CUST00702,61,53935.17,6,22.88,137.3,1,9,0.733,1,4,Female,West,Groceries,In-Store,2,Budget Shoppers
CUST00703,48,97117.51,24,98.43,2362.2,3,42,0.07,0,3,Male,Central,Electronics,Mobile App,0,High-Value Loyalists
CUST00704,62,57997.9,9,44.73,402.58,2,35,0.361,0,3,Male,South,Books,In-Store,2,Budget Shoppers
CUST00705,45,37685.81,3,19.29,57.87,1,72,0.518,0,4,Female,North,Groceries,In-Store,2,Budget Shoppers
CUST00706,22,47311.13,25,40.17,1004.16,3,23,0.583,4,3,Male,North,Beauty,Mobile App,1,Young Trend Seekers
CUST00707,47,95657.19,26,110.36,2869.43,3,77,0.218,1,3,Male,East,Electronics,In-Store,0,High-Value Loyalists
CUST00708,21,54518.87,19,39.81,756.39,25,27,0.83,0,3,Female,West,Beauty,Mobile App,1,Young Trend Seekers
CUST00709,62,39430.13,1,38.4,38.4,37,19,0.837,0,5,Female,West,Books,In-Store,2,Budget Shoppers
CUST00710,39,15000.0,2,56.1,112.2,5,9,0.212,0,3,Male,East,Groceries,Online,3,At-Risk / Occasional
CUST00711,34,59228.71,1,27.99,27.99,236,46,0.351,0,2,Male,North,Toys,Online,3,At-Risk / Occasional
CUST00712,59,59414.25,2,12.72,25.43,236,63,0.225,1,2,Male,South,Books,Online,3,At-Risk / Occasional
CUST00713,53,108556.6,27,106.7,2880.93,19,61,0.034,2,3,Female,Central,Electronics,Mobile App,0,High-Value Loyalists
CUST00714,27,90761.28,11,171.01,1881.11,10,66,0.172,2,5,Male,North,Electronics,Online,0,High-Value Loyalists
CUST00715,29,96993.25,26,110.5,2873.07,3,60,0.317,1,5,Female,South,Fashion,Online,0,High-Value Loyalists
CUST00716,23,45422.22,19,43.18,820.36,15,1,0.377,0,4,Female,West,Electronics,Online,1,Young Trend Seekers
CUST00717,26,29498.14,13,26.78,348.13,37,1,0.527,0,4,Male,West,Fashion,In-Store,1,Young Trend Seekers
CUST00718,27,61130.34,12,34.38,412.54,4,23,0.689,1,3,Male,South,Fashion,Online,1,Young Trend Seekers
CUST00719,42,44719.35,2,12.84,25.69,65,27,0.549,0,5,Male,West,Groceries,Mobile App,2,Budget Shoppers
CUST00720,56,77527.52,4,10.0,40.0,93,48,0.802,0,3,Female,West,Beauty,In-Store,2,Budget Shoppers
CUST00721,21,60827.4,13,56.73,737.47,53,27,0.301,0,2,Female,East,Fashion,Online,3,At-Risk / Occasional
CUST00722,75,54241.07,9,23.58,212.22,75,32,0.987,0,3,Male,Central,Groceries,In-Store,2,Budget Shoppers
CUST00723,51,42395.1,5,22.29,111.47,102,33,0.554,0,3,Male,Central,Groceries,Mobile App,2,Budget Shoppers
CUST00724,60,63508.13,3,38.67,116.0,33,31,0.255,0,2,Male,South,Home & Garden,Mobile App,3,At-Risk / Occasional
CUST00725,20,48612.11,2,61.69,123.38,9,45,0.421,1,3,Male,South,Groceries,Online,1,Young Trend Seekers
CUST00726,22,42187.21,21,34.8,730.82,15,7,0.494,0,3,Male,West,Electronics,Online,1,Young Trend Seekers
CUST00727,36,34459.41,5,25.47,127.37,23,29,0.692,0,4,Male,Central,Groceries,In-Store,2,Budget Shoppers
CUST00728,52,56378.03,1,28.17,28.17,10,1,0.204,0,3,Other,South,Home & Garden,Online,3,At-Risk / Occasional
CUST00729,43,55310.25,8,18.04,144.31,10,37,0.864,0,3,Female,West,Groceries,In-Store,2,Budget Shoppers
CUST00730,29,35809.94,3,20.59,61.76,31,21,0.572,1,2,Male,West,Groceries,Online,2,Budget Shoppers
CUST00731,66,27479.95,3,8.96,26.88,5,18,0.944,0,2,Male,East,Books,Online,2,Budget Shoppers
CUST00732,22,37146.07,10,24.68,246.78,7,19,0.325,0,4,Female,South,Fashion,Mobile App,1,Young Trend Seekers
CUST00733,21,36140.05,3,32.1,96.3,86,34,0.697,0,3,Male,East,Books,Online,3,At-Risk / Occasional
CUST00734,34,62653.46,1,45.46,45.46,98,1,0.539,0,3,Male,North,Toys,Online,3,At-Risk / Occasional
CUST00735,48,114494.84,19,213.23,4051.37,7,69,0.165,1,4,Male,Central,Sports,Mobile App,0,High-Value Loyalists
CUST00736,32,70941.9,18,39.81,716.61,3,30,0.872,0,4,Female,Central,Fashion,In-Store,1,Young Trend Seekers
CUST00737,43,82511.93,17,69.93,1188.81,17,82,0.082,0,4,Male,North,Fashion,Mobile App,0,High-Value Loyalists
CUST00738,22,34809.74,12,45.27,543.19,34,1,0.515,2,3,Female,East,Beauty,Mobile App,1,Young Trend Seekers
CUST00739,27,106991.15,23,146.58,3371.39,1,64,0.033,0,5,Female,South,Electronics,In-Store,0,High-Value Loyalists
CUST00740,43,129492.98,25,174.75,4368.65,1,96,0.135,2,3,Female,West,Electronics,Mobile App,0,High-Value Loyalists
CUST00741,56,93239.63,13,132.54,1722.98,12,103,0.18,3,5,Male,East,Fashion,Mobile App,0,High-Value Loyalists
CUST00742,50,126672.25,20,211.62,4232.37,24,94,0.384,2,4,Female,East,Fashion,Online,0,High-Value Loyalists
CUST00743,57,32268.79,1,70.42,70.42,197,14,0.489,0,2,Male,Central,Groceries,In-Store,3,At-Risk / Occasional
CUST00744,43,36415.63,1,33.94,33.94,7,1,0.711,0,2,Female,Central,Electronics,In-Store,2,Budget Shoppers
CUST00745,36,45703.69,7,15.39,107.75,26,24,0.801,1,3,Female,North,Home & Garden,In-Store,2,Budget Shoppers
CUST00746,22,28723.54,17,24.77,421.13,9,8,0.38,1,4,Male,West,Fashion,Mobile App,1,Young Trend Seekers
CUST00747,34,97454.93,22,60.09,1322.03,3,32,0.167,2,4,Male,Central,Electronics,Online,0,High-Value Loyalists
CUST00748,29,38338.44,2,41.92,83.83,56,21,0.346,0,3,Female,Central,Books,In-Store,3,At-Risk / Occasional
CUST00749,18,35430.5,16,10.08,161.3,4,15,0.456,2,4,Female,West,Fashion,Mobile App,1,Young Trend Seekers
CUST00750,18,60877.15,3,44.33,132.99,234,28,0.447,0,2,Male,East,Fashion,Mobile App,3,At-Risk / Occasional
CUST00751,62,51287.48,6,20.92,125.49,4,24,0.63,0,3,Male,North,Home & Garden,Mobile App,2,Budget Shoppers
CUST00752,23,39608.29,15,24.2,362.95,39,21,0.548,0,3,Male,East,Beauty,Online,1,Young Trend Seekers
CUST00753,49,71632.2,5,32.57,162.85,180,58,0.528,0,2,Male,East,Groceries,Online,3,At-Risk / Occasional
CUST00754,61,102832.58,22,191.35,4209.73,1,117,0.23,4,4,Male,North,Electronics,Mobile App,0,High-Value Loyalists
CUST00755,48,26078.21,7,24.38,170.69,180,52,0.895,0,3,Male,West,Books,In-Store,2,Budget Shoppers
CUST00756,64,60938.04,1,36.22,36.22,54,38,0.384,0,2,Female,North,Sports,Online,2,Budget Shoppers
CUST00757,37,30388.12,5,82.4,412.01,6,11,0.475,0,3,Male,South,Beauty,Online,2,Budget Shoppers
CUST00758,40,27535.33,2,24.87,49.74,50,16,0.385,0,1,Female,South,Toys,Mobile App,3,At-Risk / Occasional
CUST00759,25,53436.78,16,33.89,542.27,1,17,0.787,0,3,Female,East,Electronics,Mobile App,1,Young Trend Seekers
CUST00760,31,71170.66,4,47.07,188.28,138,22,0.292,1,3,Female,West,Toys,Mobile App,3,At-Risk / Occasional
CUST00761,59,52646.6,8,22.9,183.21,30,41,0.642,1,3,Male,North,Groceries,In-Store,2,Budget Shoppers
CUST00762,41,89050.29,28,145.71,4079.81,20,92,0.234,3,4,Female,North,Fashion,Online,0,High-Value Loyalists
CUST00763,30,44229.97,9,24.83,223.47,4,33,0.73,0,3,Male,North,Groceries,In-Store,2,Budget Shoppers
CUST00764,40,81377.74,1,47.24,47.24,147,11,0.754,0,1,Female,Central,Beauty,Online,3,At-Risk / Occasional
CUST00765,64,48852.14,7,34.06,238.42,1,44,0.571,1,3,Male,West,Books,In-Store,2,Budget Shoppers
CUST00766,18,38652.09,3,41.97,125.9,28,42,0.402,0,2,Female,West,Electronics,Online,3,At-Risk / Occasional
CUST00767,42,45552.96,4,57.1,228.41,79,14,0.461,0,3,Female,West,Home & Garden,Mobile App,3,At-Risk / Occasional
CUST00768,27,38598.19,12,28.67,344.02,7,14,0.518,2,3,Male,Central,Fashion,Online,1,Young Trend Seekers
CUST00769,33,119232.43,20,60.28,1205.65,4,45,0.24,3,4,Male,North,Electronics,In-Store,0,High-Value Loyalists
CUST00770,22,42451.67,8,27.46,219.68,2,18,0.356,0,2,Female,West,Beauty,In-Store,1,Young Trend Seekers
CUST00771,45,53486.38,5,16.92,84.59,70,38,0.521,0,2,Female,South,Home & Garden,In-Store,2,Budget Shoppers
CUST00772,29,61836.93,18,36.19,651.41,28,8,0.435,3,2,Male,North,Beauty,In-Store,1,Young Trend Seekers
CUST00773,54,54845.76,5,38.91,194.53,75,21,0.547,0,4,Female,North,Groceries,Online,2,Budget Shoppers
CUST00774,36,104532.12,21,114.92,2413.28,32,84,0.235,3,3,Male,Central,Electronics,Mobile App,0,High-Value Loyalists
CUST00775,55,78207.24,1,19.62,19.62,9,13,0.555,0,2,Female,East,Electronics,In-Store,2,Budget Shoppers
CUST00776,56,65310.83,3,25.57,76.7,30,39,0.574,0,3,Female,North,Groceries,Online,2,Budget Shoppers
CUST00777,40,47151.3,7,34.02,238.15,33,41,0.604,0,4,Male,Central,Books,Online,2,Budget Shoppers
CUST00778,59,37944.45,4,32.19,128.75,69,39,0.424,0,2,Female,West,Home & Garden,In-Store,2,Budget Shoppers
CUST00779,54,54925.43,1,34.29,34.29,5,28,0.514,0,2,Female,South,Beauty,Online,2,Budget Shoppers
CUST00780,46,22205.54,2,66.48,132.96,285,31,0.331,0,2,Male,Central,Beauty,Online,3,At-Risk / Occasional
CUST00781,19,46123.78,2,91.66,183.32,221,43,1.0,0,3,Female,West,Electronics,Online,3,At-Risk / Occasional
CUST00782,39,43418.85,2,34.11,68.23,85,1,0.347,0,2,Male,Central,Toys,In-Store,3,At-Risk / Occasional
CUST00783,49,33226.29,5,28.88,144.39,7,51,0.676,0,2,Male,South,Groceries,In-Store,2,Budget Shoppers
CUST00784,27,60000.0,23,145.02,3335.47,6,31,0.349,1,4,Male,North,Fashion,In-Store,0,High-Value Loyalists
CUST00785,45,42676.07,9,41.65,374.89,133,17,0.773,2,4,Male,Central,Home & Garden,Mobile App,2,Budget Shoppers
CUST00786,24,49831.38,15,35.2,528.06,1,30,0.534,0,4,Male,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00787,36,60737.17,2,71.13,142.26,75,29,0.208,0,3,Other,West,Groceries,Online,3,At-Risk / Occasional
CUST00788,49,100559.52,19,139.64,2653.12,13,29,0.252,2,4,Female,South,Sports,In-Store,0,High-Value Loyalists
CUST00789,53,115139.53,21,127.82,2684.26,9,86,0.004,1,3,Female,East,Sports,Online,0,High-Value Loyalists
CUST00790,25,20527.44,17,38.16,648.78,20,21,0.521,0,2,Male,North,Electronics,Mobile App,1,Young Trend Seekers
CUST00791,28,33413.0,5,14.79,73.97,4,32,0.671,0,3,Female,South,Books,In-Store,2,Budget Shoppers
CUST00792,30,64576.4,2,41.91,83.83,7,37,0.332,0,4,Female,East,Beauty,Online,2,Budget Shoppers
CUST00793,59,23302.63,2,23.14,46.28,94,10,0.052,0,3,Female,West,Sports,Mobile App,3,At-Risk / Occasional
CUST00794,34,64927.34,2,47.12,94.24,100,1,0.714,1,4,Male,West,Books,Online,3,At-Risk / Occasional
CUST00795,35,40914.87,5,24.71,123.53,50,45,0.485,0,3,Female,West,Groceries,Mobile App,2,Budget Shoppers
CUST00796,18,12442.28,13,36.87,479.33,6,8,0.871,1,4,Male,West,Electronics,In-Store,1,Young Trend Seekers
CUST00797,25,41836.07,10,27.67,276.69,6,28,0.896,0,2,Male,Central,Electronics,Mobile App,2,Budget Shoppers
CUST00798,42,69970.78,2,34.39,68.78,68,1,0.998,0,3,Female,East,Books,In-Store,2,Budget Shoppers
CUST00799,18,63125.9,3,47.67,143.01,26,14,0.736,0,3,Male,East,Sports,In-Store,1,Young Trend Seekers
CUST00800,27,23852.47,13,37.28,484.63,35,24,0.361,2,4,Male,South,Fashion,Online,1,Young Trend Seekers
CUST00801,53,31420.42,2,48.83,97.66,148,33,0.287,0,1,Male,East,Electronics,In-Store,3,At-Risk / Occasional
CUST00802,53,32862.37,8,27.43,219.43,47,44,0.761,0,2,Female,North,Groceries,Online,2,Budget Shoppers
CUST00803,18,61134.68,4,46.16,184.66,7,1,0.181,1,4,Male,West,Fashion,Online,1,Young Trend Seekers
CUST00804,53,58733.84,2,24.08,48.16,53,22,0.791,0,4,Male,South,Books,In-Store,2,Budget Shoppers
CUST00805,25,103284.94,23,138.68,3189.75,1,50,0.225,2,3,Male,South,Sports,Online,0,High-Value Loyalists
CUST00806,18,90758.33,1,10.0,10.0,27,1,0.37,0,3,Male,Central,Sports,Online,3,At-Risk / Occasional
CUST00807,20,35383.4,15,39.56,593.35,45,1,0.684,2,3,Male,South,Beauty,Online,1,Young Trend Seekers
CUST00808,20,26894.54,20,52.39,1047.79,90,7,0.747,4,4,Female,North,Electronics,Mobile App,1,Young Trend Seekers
CUST00809,42,75392.39,25,80.66,2016.53,3,72,0.327,3,2,Male,South,Fashion,In-Store,0,High-Value Loyalists
CUST00810,59,39161.89,8,30.82,246.53,28,52,0.622,0,3,Female,North,Home & Garden,In-Store,2,Budget Shoppers
CUST00811,18,38680.25,9,22.36,201.26,7,5,0.591,1,2,Male,East,Beauty,Online,1,Young Trend Seekers
CUST00812,29,32769.0,19,45.71,868.57,1,15,1.0,3,5,Female,West,Electronics,Online,1,Young Trend Seekers
CUST00813,33,57571.04,5,9.9,49.52,26,49,0.38,0,4,Other,East,Books,In-Store,2,Budget Shoppers
CUST00814,22,37500.08,11,24.66,271.28,24,21,0.268,0,3,Male,South,Beauty,Mobile App,1,Young Trend Seekers
CUST00815,24,46434.67,11,43.91,483.0,41,18,0.374,0,3,Male,East,Fashion,In-Store,1,Young Trend Seekers
CUST00816,48,42469.84,1,23.42,23.42,31,11,0.095,0,4,Female,South,Home & Garden,Online,3,At-Risk / Occasional
CUST00817,30,15000.0,3,60.83,182.48,6,1,0.38,0,3,Other,West,Home & Garden,Online,1,Young Trend Seekers
CUST00818,35,109384.08,23,153.87,3538.99,1,53,0.276,1,3,Male,West,Fashion,In-Store,0,High-Value Loyalists
CUST00819,48,38591.75,6,37.01,222.03,1,18,0.41,0,2,Female,East,Groceries,Online,2,Budget Shoppers
CUST00820,49,115410.25,20,163.53,3270.51,1,33,0.422,2,4,Female,North,Sports,Online,0,High-Value Loyalists
CUST00821,34,52181.62,16,34.96,559.38,26,14,0.731,2,3,Male,Central,Fashion,In-Store,1,Young Trend Seekers
CUST00822,57,37419.86,12,27.25,327.02,34,24,0.401,0,3,Male,West,Groceries,In-Store,2,Budget Shoppers
CUST00823,43,133114.37,25,148.31,3707.78,1,55,0.196,0,4,Female,East,Fashion,In-Store,0,High-Value Loyalists
CUST00824,42,92605.05,20,100.08,2001.58,3,54,0.254,2,5,Female,West,Fashion,In-Store,0,High-Value Loyalists
CUST00825,50,28085.21,4,43.48,173.93,64,21,0.201,0,4,Female,East,Electronics,Online,3,At-Risk / Occasional
CUST00826,27,14541.78,16,45.31,725.0,1,13,0.653,2,5,Male,West,Fashion,Online,1,Young Trend Seekers
CUST00827,49,110424.51,24,161.88,3885.12,1,86,0.115,2,4,Male,East,Fashion,In-Store,0,High-Value Loyalists
CUST00828,39,89545.37,15,158.08,2371.24,20,19,0.383,1,4,Male,Central,Electronics,Mobile App,0,High-Value Loyalists
CUST00829,22,80591.44,5,33.23,166.16,135,4,0.462,0,3,Male,West,Home & Garden,Online,3,At-Risk / Occasional
CUST00830,65,89737.87,20,96.53,1930.69,12,62,0.224,1,5,Female,West,Fashion,Mobile App,0,High-Value Loyalists
CUST00831,40,36470.88,9,28.97,260.73,49,33,0.601,1,3,Male,North,Groceries,In-Store,2,Budget Shoppers
CUST00832,25,99625.86,25,114.36,2859.12,5,40,0.103,0,4,Male,Central,Electronics,Mobile App,0,High-Value Loyalists
CUST00833,46,50451.79,4,14.59,58.37,84,29,0.95,0,2,Other,North,Books,Online,2,Budget Shoppers
CUST00834,61,56417.93,4,31.83,127.33,7,39,0.734,1,3,Male,South,Home & Garden,Online,2,Budget Shoppers
CUST00835,53,128214.55,23,103.9,2389.6,3,78,0.161,2,5,Male,South,Fashion,In-Store,0,High-Value Loyalists
CUST00836,45,101526.9,22,212.09,4665.98,3,55,0.197,1,5,Male,Central,Electronics,In-Store,0,High-Value Loyalists
CUST00837,22,45261.72,18,42.37,762.61,2,11,0.331,2,4,Male,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00838,38,98447.33,26,103.18,2682.69,4,77,0.052,4,3,Female,South,Electronics,In-Store,0,High-Value Loyalists
CUST00839,20,56002.38,3,79.05,237.14,67,1,0.185,0,2,Female,East,Fashion,In-Store,3,At-Risk / Occasional
CUST00840,37,60799.63,1,61.39,61.39,71,1,0.259,0,3,Female,East,Toys,In-Store,3,At-Risk / Occasional
CUST00841,49,32704.68,3,27.47,82.4,97,40,0.686,0,2,Female,Central,Books,In-Store,2,Budget Shoppers
CUST00842,30,55286.07,1,48.97,48.97,110,28,0.488,0,2,Male,North,Groceries,Online,3,At-Risk / Occasional
CUST00843,40,42871.92,6,26.82,160.92,6,36,0.975,0,3,Male,East,Home & Garden,In-Store,2,Budget Shoppers
CUST00844,29,35957.93,14,17.34,242.82,1,22,0.639,2,2,Female,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00845,37,41168.81,5,30.81,154.07,100,7,0.549,0,3,Male,East,Home & Garden,In-Store,3,At-Risk / Occasional
CUST00846,34,81132.42,20,132.18,2643.53,1,88,0.159,2,4,Female,East,Electronics,Online,0,High-Value Loyalists
CUST00847,61,45858.3,3,34.06,102.17,46,4,0.894,1,2,Male,South,Books,In-Store,2,Budget Shoppers
CUST00848,20,30039.04,14,37.89,530.46,13,18,0.413,0,4,Male,West,Fashion,In-Store,1,Young Trend Seekers
CUST00849,42,79362.13,6,36.13,216.78,80,17,0.584,1,3,Male,Central,Electronics,Online,3,At-Risk / Occasional
CUST00850,26,37370.52,2,27.79,55.58,365,19,0.095,1,3,Female,West,Beauty,In-Store,3,At-Risk / Occasional
CUST00851,43,49543.59,4,12.09,48.35,6,30,0.584,0,4,Female,North,Home & Garden,Mobile App,2,Budget Shoppers
CUST00852,55,55015.76,2,59.06,118.13,5,25,0.358,0,2,Female,South,Fashion,In-Store,2,Budget Shoppers
CUST00853,49,37124.47,4,35.52,142.1,13,3,0.692,0,3,Male,Central,Groceries,Mobile App,2,Budget Shoppers
CUST00854,22,37507.43,21,27.15,570.22,6,22,0.532,4,3,Female,North,Electronics,Online,1,Young Trend Seekers
CUST00855,61,24050.51,6,24.57,147.44,7,19,0.614,0,4,Female,West,Groceries,In-Store,2,Budget Shoppers
CUST00856,22,39758.54,4,34.27,137.08,22,36,0.644,1,3,Male,Central,Groceries,Online,1,Young Trend Seekers
CUST00857,53,56282.06,5,38.57,192.85,102,30,0.741,2,3,Male,East,Home & Garden,Mobile App,2,Budget Shoppers
CUST00858,49,86912.57,22,114.99,2529.89,15,81,0.36,5,5,Female,North,Electronics,In-Store,0,High-Value Loyalists
CUST00859,37,64193.8,1,71.75,71.75,63,15,0.607,0,3,Female,South,Home & Garden,Online,3,At-Risk / Occasional
CUST00860,66,37505.66,7,25.12,175.84,35,44,0.926,1,3,Male,South,Home & Garden,In-Store,2,Budget Shoppers
CUST00861,27,77489.23,2,26.95,53.91,11,14,0.373,0,3,Male,South,Electronics,Online,3,At-Risk / Occasional
CUST00862,41,101365.81,17,143.94,2446.91,2,45,0.265,3,4,Male,Central,Fashion,In-Store,0,High-Value Loyalists
CUST00863,41,58820.09,2,10.24,20.49,14,11,0.889,0,3,Female,North,Sports,Online,2,Budget Shoppers
CUST00864,53,100371.37,26,161.52,4199.48,1,95,0.155,1,5,Female,Central,Fashion,Online,0,High-Value Loyalists
CUST00865,48,94804.21,25,145.16,3628.97,6,12,0.173,1,5,Female,South,Sports,In-Store,0,High-Value Loyalists
CUST00866,37,62870.71,1,22.23,22.23,14,39,0.497,0,3,Female,East,Fashion,Mobile App,2,Budget Shoppers
CUST00867,50,39729.34,9,27.56,248.06,7,28,1.0,1,4,Female,South,Home & Garden,Mobile App,2,Budget Shoppers
CUST00868,42,28985.75,8,26.74,213.94,1,10,0.746,1,3,Female,South,Home & Garden,Mobile App,2,Budget Shoppers
CUST00869,27,61896.95,16,33.9,542.33,21,8,0.69,1,4,Other,North,Fashion,Online,1,Young Trend Seekers
CUST00870,20,28849.31,15,12.85,192.74,33,16,0.358,1,4,Male,Central,Beauty,Mobile App,1,Young Trend Seekers
CUST00871,43,64312.88,16,100.94,1615.09,10,79,0.104,2,4,Female,Central,Sports,Mobile App,0,High-Value Loyalists
CUST00872,50,37786.64,8,21.58,172.66,41,50,0.869,1,3,Male,West,Groceries,In-Store,2,Budget Shoppers
CUST00873,18,32952.02,1,47.01,47.01,38,22,0.545,0,3,Male,South,Books,Online,3,At-Risk / Occasional
CUST00874,43,125020.62,25,211.89,5297.32,13,83,0.127,4,4,Male,West,Sports,Online,0,High-Value Loyalists
CUST00875,44,38321.61,5,25.13,125.63,40,26,0.909,0,3,Male,East,Books,Online,2,Budget Shoppers
CUST00876,22,42822.31,10,30.62,306.17,7,32,0.898,0,4,Male,West,Books,In-Store,1,Young Trend Seekers
CUST00877,18,69715.62,1,63.12,63.12,123,35,0.461,0,1,Male,West,Fashion,In-Store,3,At-Risk / Occasional
CUST00878,40,50990.53,1,45.39,45.39,365,30,0.424,0,2,Female,West,Fashion,Online,3,At-Risk / Occasional
CUST00879,47,41814.79,4,39.84,159.37,18,37,0.576,0,3,Female,Central,Groceries,Mobile App,2,Budget Shoppers
CUST00880,35,40296.42,6,37.16,222.94,5,56,0.687,1,4,Female,West,Groceries,Online,2,Budget Shoppers
CUST00881,26,29643.79,2,33.98,67.96,26,23,0.496,0,3,Female,Central,Home & Garden,Online,2,Budget Shoppers
CUST00882,39,15000.0,6,29.96,179.79,200,17,0.64,0,3,Female,South,Electronics,Mobile App,3,At-Risk / Occasional
CUST00883,60,30558.44,6,23.31,139.86,97,34,0.74,0,3,Female,North,Books,Online,2,Budget Shoppers
CUST00884,38,49316.31,5,27.74,138.69,6,18,0.564,1,4,Male,South,Groceries,In-Store,2,Budget Shoppers
CUST00885,26,22378.69,3,10.0,30.0,93,1,0.402,1,3,Female,Central,Beauty,In-Store,3,At-Risk / Occasional
CUST00886,56,26395.92,8,34.33,274.62,29,31,0.714,0,3,Female,East,Home & Garden,In-Store,2,Budget Shoppers
CUST00887,18,63462.48,1,43.75,43.75,28,17,0.495,0,3,Female,East,Groceries,Mobile App,3,At-Risk / Occasional
CUST00888,51,35060.03,6,17.12,102.7,9,1,0.768,0,2,Male,South,Books,Online,2,Budget Shoppers
CUST00889,35,38736.04,7,34.25,239.76,24,42,1.0,1,3,Female,North,Books,Mobile App,2,Budget Shoppers
CUST00890,56,46141.78,6,26.06,156.34,11,33,0.681,0,3,Male,Central,Groceries,In-Store,2,Budget Shoppers
CUST00891,18,81017.51,3,35.78,107.33,21,1,0.154,0,3,Female,North,Beauty,In-Store,3,At-Risk / Occasional
CUST00892,20,22527.8,12,44.71,536.53,4,26,0.406,1,4,Female,North,Fashion,In-Store,1,Young Trend Seekers
CUST00893,18,43794.18,11,20.93,230.27,7,13,0.81,0,3,Female,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00894,41,129323.32,32,123.46,3950.68,1,42,0.194,3,4,Male,South,Sports,Online,0,High-Value Loyalists
CUST00895,53,15000.0,1,57.46,57.46,86,28,0.43,0,4,Male,South,Fashion,In-Store,2,Budget Shoppers
